Frame,Pelvis_X,Pelvis_Y,Pelvis_Z,L_Hip_X,L_Hip_Y,L_Hip_Z,L_Knee_X,L_Knee_Y,L_Knee_Z,L_Ankle_X,L_Ankle_Y,L_Ankle_Z,L_Toe_X,L_Toe_Y,L_Toe_Z,R_Hip_X,R_Hip_Y,R_Hip_Z,R_Knee_X,R_Knee_Y,R_Knee_Z,R_Ankle_X,R_Ankle_Y,R_Ankle_Z,R_Toe_X,R_Toe_Y,R_Toe_Z
1.000000,0.348720,-0.318110,0.920225,0.355950,-0.227310,0.801154,0.354810,-0.191900,0.397464,0.013800,-0.213040,0.208074,0.011470,-0.210860,0.063884,0.375760,-0.415350,0.818765,0.542830,-0.399640,0.447745,0.514790,-0.376840,0.064724,0.648210,-0.395980,0.010475
2.000000,0.356120,-0.318640,0.921444,0.363520,-0.227780,0.802354,0.369130,-0.191850,0.398955,0.027400,-0.212590,0.211534,0.024960,-0.210810,0.067534,0.383240,-0.415830,0.819855,0.546480,-0.399870,0.447495,0.515120,-0.376780,0.064714,0.648140,-0.395970,0.010295
3.000000,0.363480,-0.319130,0.922755,0.371050,-0.228160,0.803675,0.383390,-0.191770,0.400684,0.041320,-0.212170,0.214614,0.039190,-0.210780,0.070814,0.390650,-0.416250,0.820995,0.549920,-0.400140,0.447254,0.515410,-0.376780,0.064734,0.648040,-0.395990,0.010125
4.000000,0.370810,-0.319580,0.924154,0.378550,-0.228490,0.805105,0.397600,-0.191680,0.402615,0.055540,-0.211770,0.217295,0.054080,-0.210780,0.073714,0.397990,-0.416610,0.822195,0.553150,-0.400450,0.447045,0.515630,-0.376830,0.064784,0.647940,-0.396010,0.009975
5.000000,0.378120,-0.320000,0.925635,0.386010,-0.228750,0.806644,0.411770,-0.191560,0.404725,0.070040,-0.211400,0.219575,0.069560,-0.210780,0.076184,0.405250,-0.416920,0.823465,0.556180,-0.400790,0.446855,0.515800,-0.376930,0.064864,0.647820,-0.396060,0.009834
6.000000,0.385410,-0.320370,0.927195,0.393450,-0.228960,0.808275,0.425910,-0.191420,0.407005,0.084820,-0.211060,0.221435,0.085580,-0.210800,0.078224,0.412450,-0.417180,0.824805,0.559010,-0.401170,0.446685,0.515910,-0.377070,0.064974,0.647680,-0.396120,0.009704
7.000000,0.392690,-0.320710,0.928835,0.400870,-0.229140,0.809995,0.440010,-0.191260,0.409415,0.099850,-0.210750,0.222894,0.102080,-0.210810,0.079824,0.419570,-0.417410,0.826225,0.561630,-0.401580,0.446545,0.515960,-0.377240,0.065114,0.647540,-0.396180,0.009584
8.000000,0.399960,-0.321020,0.930535,0.408260,-0.229270,0.811794,0.454080,-0.191070,0.411955,0.115120,-0.210490,0.223955,0.119030,-0.210820,0.080994,0.426630,-0.417610,0.827715,0.564060,-0.402000,0.446435,0.515960,-0.377440,0.065294,0.647390,-0.396250,0.009465
9.000000,0.407230,-0.321310,0.932295,0.415630,-0.229380,0.813665,0.468090,-0.190860,0.414595,0.130600,-0.210280,0.224634,0.136410,-0.210800,0.081724,0.433610,-0.417780,0.829275,0.566300,-0.402440,0.446345,0.515910,-0.377640,0.065514,0.647240,-0.396330,0.009344
10.000000,0.414480,-0.321570,0.934095,0.422980,-0.229470,0.815574,0.482030,-0.190640,0.417334,0.146280,-0.210120,0.224914,0.154190,-0.210760,0.082054,0.440520,-0.417930,0.830885,0.568360,-0.402870,0.446295,0.515820,-0.377850,0.065754,0.647090,-0.396400,0.009234
11.000000,0.421740,-0.321810,0.935914,0.430300,-0.229530,0.817524,0.495900,-0.190410,0.420155,0.162150,-0.210000,0.224824,0.172350,-0.210670,0.081994,0.447360,-0.418060,0.832535,0.570260,-0.403280,0.446285,0.515690,-0.378060,0.066034,0.646930,-0.396470,0.009115
12.000000,0.428980,-0.322030,0.937765,0.437600,-0.229570,0.819504,0.509680,-0.190190,0.423054,0.178190,-0.209930,0.224354,0.190890,-0.210530,0.081564,0.454140,-0.418170,0.834205,0.572010,-0.403680,0.446295,0.515550,-0.378260,0.066334,0.646780,-0.396530,0.009004
